PREC
149.0246867
157.785896
109.7700859
26.37940578
13.07904789
15.3711028
7.925235551
10.1335518
32.63489891
79.87282796
28.1229275
103.8089143
220.4011412
150.1309005
154.9613812
49.32128749
28.42033321
3.887571025
25.15451993
20.27694882
32.40028743
75.85081755
80.86347115
109.8396254
119.7254295
204.242258
138.6106997
84.92574022
25.15315669
7.3082643
49.47322863
10.95617073
43.95696206
78.56320635
93.07926409
142.6390122
134.8827271
156.3762289
158.8452954
55.97089005
20.3493658
11.64088442
3.431174791
23.98238737
10.9884294
38.42151109
36.92245323
129.9689178
167.2720258
151.1150139
86.2666076
43.79585372
13.11192318
20.64522371
23.08552651
25.91509502
49.96221209
47.37118505
73.65228221
119.1442276
77.67700884
158.7779607
107.4246282
44.59329894
7.821775591
1.282587115
4.767658985
4.852976861
12.17581143
54.52764456
66.39734772
106.8846177
149.0666785
130.1344158
115.1641197
85.98093722
3.841911106
12.70665516
2.841535147
13.8196569
21.34469404
64.23970145
99.37994573
125.2117553
123.9330006
112.9819526
154.6070835
66.16388051
13.96701149
1.766489463
11.54190194
2.528837205
11.09132011
63.50957517
75.08825548
96.24828053
149.6645445
129.0238918
95.19863008
24.04489115
14.05167833
7.124863242
3.018826468
9.367180643
11.44451829
73.65451782
73.83730463
147.4523911
120.9489966
127.2868051
91.27733331
40.64132
10.15393513
1.584965964
13.67562112
4.21220228
20.60545756
22.8209601
152.6163771
111.2080545
207.590822
125.8912655
130.3379364
38.36768439
7.915233325
2.909977337
4.409405136
9.472808263
9.186281794
67.12577199
43.08334742
147.4824877
124.3539231
170.3624225
147.2341152
90.90691974
13.78086551
9.817846868
14.57903787
8.17442112
49.61070844
46.37944981
48.70558586
141.7788671
132.491633
192.0926592
101.9751438
53.17449466
4.327788782
8.747947429
5.323476294
3.046891869
29.77367345
32.07685054
80.42738876
178.2258681
156.8517873
157.2269467
104.6468469
26.78654792
15.34058336
13.02827684
3.420584435
23.69760886
10.02170807
80.72635594
81.4226165
171.5968637
153.2981681
120.8559464
77.87711593
49.70795922
18.78309799
2.290114119
4.983055273
8.289288584
25.6743856
63.42548985
36.72045238
139.6663584
164.0926876
118.5430247
101.4078788
89.55468406
20.8516476
5.435610963
14.16333
10.76754308
14.00773812
35.68804703
62.9196776
138.548029
